,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
3713,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3714,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3715,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3716,2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Burglary,No,,No Recidivism,,,,No
3717,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3718,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3719,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3720,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3721,2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,166.0,New,Serious Misdemeanor,Drug,Drug Possession,No
3722,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
3723,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
3724,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
3725,2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,No
3726,2011,2014,,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
3727,2011,2014,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3728,2011,2014,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,Yes,156.0,Tech,,,,Yes
3729,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
3730,2011,2014,,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
3731,2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3732,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,315.0,New,D Felony,Property,Burglary,No
3733,2011,2014,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3734,2011,2014,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3735,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,511.0,New,C Felony,Drug,Trafficking,Yes
3736,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,480.0,New,D Felony,Other,Other Criminal,No
3737,2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
3738,2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,565.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
3739,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3740,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3741,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3742,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3743,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3744,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3745,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3746,2011,2014,8JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,427.0,Tech,,,,Yes
3747,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
3748,2011,2014,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,947.0,New,Aggravated Misdemeanor,Violent,Assault,No
3749,2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3750,2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3751,2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3752,2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
3753,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3754,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3755,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3756,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3757,2011,2014,5JD,Parole,American Indian or Alaska Native - Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3758,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3759,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3760,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
3761,2011,2014,2JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,77.0,Tech,,,,Yes
3762,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
3763,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,169.0,New,D Felony,Property,Burglary,No
3764,2011,2014,5JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,721.0,Tech,,,,Yes
3765,2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Vandalism,Yes,134.0,Tech,,,,Yes
3766,2011,2014,7JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,621.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
3767,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,848.0,New,Aggravated Misdemeanor,Violent,Assault,No
3768,2011,2014,Interstate Compact,Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,612.0,Tech,,,,Yes
3769,2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Other Public Order,Yes,758.0,New,D Felony,Drug,Trafficking,Yes
3770,2011,2014,7JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
3771,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,131.0,Tech,,,,No
3772,2011,2014,7JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes,175.0,Tech,,,,Yes
3773,2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Other Violent,Yes,190.0,Tech,,,,Yes
3774,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
3775,2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,771.0,New,Aggravated Misdemeanor,Property,Vandalism,Yes
3776,2011,2014,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
3777,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,860.0,New,Aggravated Misdemeanor,Violent,Assault,No
3778,2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,231.0,New,Aggravated Misdemeanor,Property,Burglary,Yes
3779,2011,2014,4JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes
3780,2011,2014,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,363.0,New,C Felony,Violent,Sex,No
3781,2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3782,2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3783,2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3784,2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3785,2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3786,2011,2014,8JD,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes
3787,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,419.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
3788,2011,2014,3JD,Parole,White - Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes,134.0,Tech,,,,Yes
3789,2011,2014,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3790,2011,2014,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3791,2011,2014,4JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,216.0,Tech,,,,Yes
3792,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
3793,2011,2014,7JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3794,2011,2014,Interstate Compact,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
3795,2011,2014,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3796,2011,2014,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3797,2011,2014,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3798,2011,2014,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3799,2014,2017,,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
3800,2011,2014,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
3801,2011,2014,3JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
3802,2011,2014,3JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
3803,2011,2014,3JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,48.0,Tech,,,,Yes
3804,2011,2014,8JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3805,2011,2014,8JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3806,2011,2014,8JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3807,2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,62.0,Tech,,,,Yes
3808,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,598.0,New,D Felony,Public Order,Other Public Order,No
3809,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3810,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3811,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3812,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,157.0,New,Aggravated Misdemeanor,Violent,Assault,No
3813,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
3814,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
3815,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
3816,2011,2014,Interstate Compact,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
3817,2011,2014,8JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,726.0,Tech,,,,Yes
3818,2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,180.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
3819,2011,2014,2JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,910.0,Tech,,,,Yes
3820,2011,2014,5JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,502.0,Tech,,,,Yes
3821,2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,833.0,New,D Felony,Property,Forgery/Fraud,Yes
3822,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,No
3823,2011,2014,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,441.0,New,Aggravated Misdemeanor,Violent,Other Violent,Yes
3824,2011,2014,Interstate Compact,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,678.0,Tech,,,,No
3825,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
3826,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
3827,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,1095.0,New,D Felony,Drug,Drug Possession,No
3828,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,381.0,New,D Felony,Public Order,OWI,No
3829,2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
3830,2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
3831,2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
3832,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
3833,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
3834,2011,2014,Interstate Compact,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3835,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,57.0,Tech,,,,Yes
3836,2011,2014,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
3837,2011,2014,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
3838,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,0.0,Tech,,,,No
3839,2011,2014,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
3840,2011,2014,3JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3841,2011,2014,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
3842,2011,2014,8JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,780.0,Tech,,,,Yes
3843,2011,2014,Interstate Compact,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Robbery,No,,No Recidivism,,,,No
3844,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,313.0,New,Aggravated Misdemeanor,Violent,Assault,No
3845,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
3846,2011,2014,,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
3847,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
3848,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
3849,2011,2014,2JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,121.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
3850,2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3851,2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3852,2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3853,2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
3854,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,761.0,New,C Felony,Property,Burglary,No
3855,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,292.0,New,D Felony,Drug,Trafficking,Yes
3856,2011,2014,3JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,617.0,Tech,,,,Yes
3857,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,495.0,New,D Felony,Property,Forgery/Fraud,No
3858,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3859,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3860,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3861,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3862,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3863,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
3864,2011,2014,7JD,Parole,White - Hispanic,25-34,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3865,2011,2014,5JD,Parole,White - Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,435.0,New,Aggravated Misdemeanor,Violent,Kidnap,Yes
3866,2011,2014,5JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,135.0,Tech,,,,Yes
3867,2011,2014,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,1002.0,New,D Felony,Violent,Assault,No
3868,2011,2014,Interstate Compact,Parole,American Indian or Alaska Native - Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
3869,2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,916.0,New,D Felony,Property,Vandalism,Yes
3870,2011,2014,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,397.0,Tech,,,,Yes
3871,2011,2014,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
3872,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,B Felony,Violent,Robbery,No,,No Recidivism,,,,No
3873,2011,2014,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3874,2011,2014,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
3875,2011,2014,Interstate Compact,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No
